delegator,validator,bonded token
odin1xssqr76amz0feeveux05fg9a9pxqjx6r32dzju,odinvaloper1phaq5u2xw5489ntchtdd8y4j6a65gfhechmgde,5207573755
odin1xssqr76amz0feeveux05fg9a9pxqjx6r32dzju,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,5119497097
odin1xssqr76amz0feeveux05fg9a9pxqjx6r32dzju,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,139357
odin1ehh85qr4yj893kmqpuyqztdlpve6lvp4tkejnw,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,10000000
odin1ehh85qr4yj893kmqpuyqztdlpve6lvp4tkejnw,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,1000000
odin1ynu6pedwy0mqv8hcnpsh2a7pdxxyud35xylknx,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,3000000
odin1ynu6pedwy0mqv8hcnpsh2a7pdxxyud35xylknx,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,1000000
odin1xjvhpmflhue38mc8j75gqj2h0fds9guxvzx5c2,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,3550003000
odin1xjvhpmflhue38mc8j75gqj2h0fds9guxvzx5c2,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,181000000
odin1xjvhpmflhue38mc8j75gqj2h0fds9guxvzx5c2,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,2997
odin189psxs56n9xjlxrfn2cjv70dx0x64rgvfsqx6r,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,4000000
odin189psxs56n9xjlxrfn2cjv70dx0x64rgvfsqx6r,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,2000000
odin13xe4wmn3vqrqskauz9du9hhyt3skr3vgmf5khj,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,321600000
odin13xe4wmn3vqrqskauz9du9hhyt3skr3vgmf5khj,odinvaloper19mhtrvu5tzfr0mdyjnejggltjah803yzgltu88,19
odin1szwa0029n2shvw5fmqp843qfg42wd47kfk3vk6,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,104189999
odin1szwa0029n2shvw5fmqp843qfg42wd47kfk3vk6,odinvaloper1agc625vf57femlvg7aupvuje8v73swlmv6watw,100000000
odin1szwa0029n2shvw5fmqp843qfg42wd47kfk3vk6,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,70000000
odin1szwa0029n2shvw5fmqp843qfg42wd47kfk3vk6,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,10000000
odin1myvs0chkhmal0zz74jz889cdpmkgu28dju5gme,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,9412377681
odin1myvs0chkhmal0zz74jz889cdpmkgu28dju5gme,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,8418868100
odin1myvs0chkhmal0zz74jz889cdpmkgu28dju5gme,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,0
odin1myvs0chkhmal0zz74jz889cdpmkgu28dju5gme,odinvaloper1gr249nhe8y8mdls0z82nfkh2a7xwm7xy7f4m03,0
odin1snlst5ww2mk4krvuua7rt2362sfcj6dxkrcm3m,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,1000000000
odin1snlst5ww2mk4krvuua7rt2362sfcj6dxkrcm3m,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,900000000
odin1snlst5ww2mk4krvuua7rt2362sfcj6dxkrcm3m,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,800000000
odin1snlst5ww2mk4krvuua7rt2362sfcj6dxkrcm3m,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,600000000
odin1eqnd3ytlduuvvekrvneewuu6l8469wjq3c0w60,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,630000000
odin1eqnd3ytlduuvvekrvneewuu6l8469wjq3c0w60,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,138500000
odin1s2836qp643erzun95ch40kj4ccup5ewj6sz6kl,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,300000000
odin1s2836qp643erzun95ch40kj4ccup5ewj6sz6kl,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,300000000
odin17s5d2rnye7kutjpyy4afhlsj0td42yy5kkjcrd,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,1999000000
odin17s5d2rnye7kutjpyy4afhlsj0td42yy5kkjcrd,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,999900000
odin1dgs2wtpk9djdycjqf7lmwx5rne42ecwm5nv35r,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,169900086
odin1dgs2wtpk9djdycjqf7lmwx5rne42ecwm5nv35r,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,0
odin1awlntjfrmlq07kwr5ukwfvez46gagts9h4ahcg,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,300000000
odin1awlntjfrmlq07kwr5ukwfvez46gagts9h4ahcg,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,300000000
odin1awlntjfrmlq07kwr5ukwfvez46gagts9h4ahcg,odinvaloper1k9xkg2nfm0h85ew9lc8ut7sc5lcvyspkfdlatg,200000000
odin1awlntjfrmlq07kwr5ukwfvez46gagts9h4ahcg,odinvaloper1z2mdr2unlrnqnwzu03ujym078pp8g4wy9k6hqd,200000000
odin17l4rsnfmjhp6ysjq8l0cuka92jydy7ntn60ua4,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,105000000
odin17l4rsnfmjhp6ysjq8l0cuka92jydy7ntn60ua4,odinvaloper1agc625vf57femlvg7aupvuje8v73swlmv6watw,5000000
odin1vllfc6yu2s4dhsf45hfknu9m8lmn6y4hs8w8eg,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,27300000
odin1vllfc6yu2s4dhsf45hfknu9m8lmn6y4hs8w8eg,odinvaloper1pfs42htt5w4d65rjt9cs283c2sre4tf3t4sfl7,1000000
odin1jpua20prsxke4t9vuxugyjua0jdruyzpwaj9pe,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,1675000000
odin1jpua20prsxke4t9vuxugyjua0jdruyzpwaj9pe,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,1540880998
odin1jpua20prsxke4t9vuxugyjua0jdruyzpwaj9pe,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,1080000000
odin1lyt5r2kd0sankm0hrjc7gmmlrcuhxjd80wh5qn,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,8330000000
odin1lyt5r2kd0sankm0hrjc7gmmlrcuhxjd80wh5qn,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,6915000000
odin1c7c8un9v8th406gv6x40nna45pc3gn40yc67ep,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,1650000000
odin1c7c8un9v8th406gv6x40nna45pc3gn40yc67ep,odinvaloper13vlywycxkfwgjkj9pprnmh5nhc45t0ggm4gw55,1310000901
odin1c36py3de66vmdx6ss98rxwzzpw43m3f8e7kmml,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,125200000
odin1c36py3de66vmdx6ss98rxwzzpw43m3f8e7kmml,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,75010000
odin1c36py3de66vmdx6ss98rxwzzpw43m3f8e7kmml,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,50100000
odin15zmdy727y05dyletge905qnkmph5vssqp2kten,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,104821040
odin15zmdy727y05dyletge905qnkmph5vssqp2kten,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,0
odin1gjh6atlq7xypygs7ga32r75kjpey09m9lh8eg0,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,60000000
odin1gjh6atlq7xypygs7ga32r75kjpey09m9lh8eg0,odinvaloper1pfs42htt5w4d65rjt9cs283c2sre4tf3t4sfl7,4000000
odin1ynjv4l0vw6dvzcel4kqply5637jacfrd4akr49,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,51000000
odin1ynjv4l0vw6dvzcel4kqply5637jacfrd4akr49,odinvaloper10p5ry5ws70jfn62fjw3pa6nfxrut5p2ct3akjw,45300000
odin1cnqn3grg3v26nt9fxsch5wjupz9hkh3elh8c9k,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,100000008277
odin1cnqn3grg3v26nt9fxsch5wjupz9hkh3elh8c9k,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,50000000000
odin1ypmlekjd2mhjlh0263wtqjmskz77sclst9r9a9,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,4398058719
odin1ypmlekjd2mhjlh0263wtqjmskz77sclst9r9a9,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,4056364596
odin1ypmlekjd2mhjlh0263wtqjmskz77sclst9r9a9,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,1188106195
odin1auw6g7w4qrk9j0kym6vy9c0g3hky2z0d78kh6l,odinvaloper1hz4ec0y6unshsfdwk2qj3dm3htky8yez486u25,2570000000
odin1auw6g7w4qrk9j0kym6vy9c0g3hky2z0d78kh6l,odinvaloper13vlywycxkfwgjkj9pprnmh5nhc45t0ggm4gw55,2000000621
odin1auw6g7w4qrk9j0kym6vy9c0g3hky2z0d78kh6l,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,2000000000
odin1auw6g7w4qrk9j0kym6vy9c0g3hky2z0d78kh6l,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,2000000000
odin1auw6g7w4qrk9j0kym6vy9c0g3hky2z0d78kh6l,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,1307000000
odin15v96s2y6wc2ea6k849p4ejmc6009e7m8n2jex6,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,599940000
odin15v96s2y6wc2ea6k849p4ejmc6009e7m8n2jex6,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,500000000
odin15v96s2y6wc2ea6k849p4ejmc6009e7m8n2jex6,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,500000000
odin15v96s2y6wc2ea6k849p4ejmc6009e7m8n2jex6,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,500000000
odin1m7h30ydll7txrdxjmks6kl3p7n3nezgz88ql8p,odinvaloper13vlywycxkfwgjkj9pprnmh5nhc45t0ggm4gw55,214800000
odin1m7h30ydll7txrdxjmks6kl3p7n3nezgz88ql8p,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,85200000
odin1nhjygea5fvf2lkd9u50sdpp3elc0hdlcngc5mj,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,517000000
odin1nhjygea5fvf2lkd9u50sdpp3elc0hdlcngc5mj,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,500000000
odin1nhjygea5fvf2lkd9u50sdpp3elc0hdlcngc5mj,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,500000000
odin1mg2dys5phep65gj2tuusrwltlc72z93qwukvu7,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,15000014237
odin1mg2dys5phep65gj2tuusrwltlc72z93qwukvu7,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,7000009166
odin1mg2dys5phep65gj2tuusrwltlc72z93qwukvu7,odinvaloper1evv5y2ake002n9l27t5qhqcwhgwd6up2mpuyj0,5079492008
odin1mg2dys5phep65gj2tuusrwltlc72z93qwukvu7,odinvaloper1mzfn23hpd7nuwxgy433f7qvra89utv3hrwvvmn,5000000000
odin1mg2dys5phep65gj2tuusrwltlc72z93qwukvu7,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,1909
odin1g07e4hf0r4ckkeltndtrtr60txdz4haeazg555,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,3424000000
odin1g07e4hf0r4ckkeltndtrtr60txdz4haeazg555,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,3319816301
odin1g07e4hf0r4ckkeltndtrtr60txdz4haeazg555,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,1012910000
odin1ajkvq4f9metavlntyv003zlsz96zkj8m4slj9k,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,15000000000
odin1ajkvq4f9metavlntyv003zlsz96zkj8m4slj9k,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,9999
odin19cau33m6asahl0gg0sed7zw3vrkkmuet29asmf,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,642897171
odin19cau33m6asahl0gg0sed7zw3vrkkmuet29asmf,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,244897171
odin19cau33m6asahl0gg0sed7zw3vrkkmuet29asmf,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,179897171
odin19cau33m6asahl0gg0sed7zw3vrkkmuet29asmf,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,159897171
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,206570000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,136250000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,94199423861
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,86300000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,55400000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,49995000001
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,49066240472
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,19600000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,19080223588
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,10000000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper1pjcyssl7ewhtlp4dqn596hu3gr7xs9su2z67tp,8500000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,6000000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper1pfs42htt5w4d65rjt9cs283c2sre4tf3t4sfl7,4333000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,3000000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,2000000000
odin1yeuq4l0fhcj0t932uvefm7sxedkqc47xtu92xj,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,1750000000
odin1lxn6wcq7p6g7d5anwc56tnvtly7gxhu2hkjzm7,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,512000000
odin1lxn6wcq7p6g7d5anwc56tnvtly7gxhu2hkjzm7,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,500000000
odin1lxn6wcq7p6g7d5anwc56tnvtly7gxhu2hkjzm7,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,295000000
odin1uf4uwkeneagg65yxn8dx7qf4d69nsegs8gt7qx,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,838000000
odin1uf4uwkeneagg65yxn8dx7qf4d69nsegs8gt7qx,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,360000000
odin1uf4uwkeneagg65yxn8dx7qf4d69nsegs8gt7qx,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,48000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1xgp94zvrqqk0mhd0eh4hqk27y4kjvq4jdwqcnz,1849970000040
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,1250000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,1000000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,1000000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,900000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,900000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,650000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,547500007870
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,519999999999
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,500000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,500000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,500000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,449955000015
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper16669s8yp90uvnpn2377rzxp5f2wgdm3frk2tmp,400000013076
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,399986000492
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1hz4ec0y6unshsfdwk2qj3dm3htky8yez486u25,350000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1dtjflhhejdnw6frxqqwczpttt8jr3p7qf0el0v,309989000027
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1pjcyssl7ewhtlp4dqn596hu3gr7xs9su2z67tp,299915000044
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1hl0lduu35a9f6awf3nr4uqk7u4z6yhj6s9g4pm,250000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,250000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,250000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1gr249nhe8y8mdls0z82nfkh2a7xwm7xy7f4m03,249975000046
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1fupf80rhes3vu25vgjsk6sp8t68urpldecak8y,200000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,150000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,150000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,150000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1pfs42htt5w4d65rjt9cs283c2sre4tf3t4sfl7,149973002765
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1phaq5u2xw5489ntchtdd8y4j6a65gfhechmgde,100000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1evv5y2ake002n9l27t5qhqcwhgwd6up2mpuyj0,99939999999
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper10p5ry5ws70jfn62fjw3pa6nfxrut5p2ct3akjw,80000000000
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1wvr8qn05m4jl8xvg4uyvun0dkydt7evshhfcht,0
odin1lqk7gsq40dskpcukavkwuh7t73cnh9tjfgqxkp,odinvaloper1lrgq04n9vu0qqql59t5l2wa7xfylg57d4kgwk6,0
odin1ntugl9874zqs06afu08l3lusuv0ch808purxd2,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,1138367202
odin1ntugl9874zqs06afu08l3lusuv0ch808purxd2,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,83000000
odin12hpn6mxulk8gt9zu0hs5lv20y666gmus00a6cr,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,4229924324
odin12hpn6mxulk8gt9zu0hs5lv20y666gmus00a6cr,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,3837841148
odin12hpn6mxulk8gt9zu0hs5lv20y666gmus00a6cr,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,1543287919
odin1r8586z0uy326gm5mc27x43hfnl66cjaxrsm2n6,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,5152488700
odin1r8586z0uy326gm5mc27x43hfnl66cjaxrsm2n6,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,5029998700
odin1r8586z0uy326gm5mc27x43hfnl66cjaxrsm2n6,odinvaloper19mhtrvu5tzfr0mdyjnejggltjah803yzgltu88,5000000785
odin1r8586z0uy326gm5mc27x43hfnl66cjaxrsm2n6,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,260000000
odin1vcdavx4c4dr9vglmltnctvsj6juzj35ln4589q,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,526000000
odin1vcdavx4c4dr9vglmltnctvsj6juzj35ln4589q,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,200004900
odin160wdvp32nwrj8nqvdyvgn84vq8mvd8dvy2caw9,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,9999999999
odin160wdvp32nwrj8nqvdyvgn84vq8mvd8dvy2caw9,odinvaloper1phaq5u2xw5489ntchtdd8y4j6a65gfhechmgde,0
odin1u3e6cd7aad2uz8uhhetez5x0junflm8luhvg5g,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,80660000000
odin1u3e6cd7aad2uz8uhhetez5x0junflm8luhvg5g,odinvaloper1pjcyssl7ewhtlp4dqn596hu3gr7xs9su2z67tp,28359000000
odin1u3e6cd7aad2uz8uhhetez5x0junflm8luhvg5g,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,20000000000
odin1u3e6cd7aad2uz8uhhetez5x0junflm8luhvg5g,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,18800000000
odin1u3e6cd7aad2uz8uhhetez5x0junflm8luhvg5g,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,11000000000
odin1dp4c9jrv85nthgkzpth2uug857ep6rshse0pr2,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,708587111
odin1dp4c9jrv85nthgkzpth2uug857ep6rshse0pr2,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,141731162
odin1dp4c9jrv85nthgkzpth2uug857ep6rshse0pr2,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,0
odin1anzg2ggrnv8r3a34kas0h3t7f0d4jh7u2f0ndf,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,7467953130
odin1anzg2ggrnv8r3a34kas0h3t7f0d4jh7u2f0ndf,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,6744000000
odin1anzg2ggrnv8r3a34kas0h3t7f0d4jh7u2f0ndf,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,5670000000
odin1anzg2ggrnv8r3a34kas0h3t7f0d4jh7u2f0ndf,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,1035000000
odin1anzg2ggrnv8r3a34kas0h3t7f0d4jh7u2f0ndf,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,800005030
odin1anzg2ggrnv8r3a34kas0h3t7f0d4jh7u2f0ndf,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,120000000
odin1gemz69k8t63pl8cnz0ly9rju46hfjkxsw9rxtu,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,5000000000
odin1gemz69k8t63pl8cnz0ly9rju46hfjkxsw9rxtu,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,5000000000
